"CHEMICAL_ID_NUMBER","STRIPPED_CHEMICAL_ID_NUMBER","Nat_Agg_PV","Nat_Agg_PPV_2014","Nat_Agg_PPV_2013","Nat_Agg_PPV_2012"
"30046-31-2","30046312","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"3006-15-3","3006153","                    47,725 lbs","        76,895 lbs","        25,860 lbs","        69,200 lbs"
"3006-82-4","3006824","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"3006-86-8","3006868","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"3006-93-7","3006937","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs"
"300711-92-6","300711926","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"3007-53-2","3007532","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"3008-50-2","3008502","                    91,956 lbs","       195,906 lbs","       135,935 lbs","       107,948 lbs"
"300-92-5","300925","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"301-00-8","301008","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"301-02-0","301020","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"301-04-2","301042","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"3010-96-6","3010966","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"301-10-0","301100","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"30113-45-2","30113452","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"30125-47-4","30125474","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"3012-65-5","3012655","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"302-01-2","302012","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs"
"3021-02-1","3021021","                 1,061,400 lbs","       802,357 lbs","       649,519 lbs","       798,760 lbs"
"302-17-0","302170","                    18,604 lbs","        24,094 lbs","        33,760 lbs","        33,856 lbs"
"3026-22-0","3026220","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
