CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV
Magnesium peroxide (Mg(O2)),14452-57-4,14452574,CASRN,0,"34,600","11,900",0
"Aspartic acid, N-(1,2-dicarboxyethyl)-, sodium salt (1:4)",144538-83-0,144538830,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Ethane, 1,1,1-trimethoxy-",1445-45-0,1445450,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","25,000 - <100,000 lb"
Carbonic acid sodium salt (1:1),144-55-8,144558,CASRN,"750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb"
Perfluoroalkylethyl ester (PROVISIONAL),144582,144582,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Ethanedioic acid,144-62-7,144627,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Cristobalite (SiO2),14464-46-1,14464461,CASRN,"50,000,000 - <100,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"1-Phenanthrenemethanamine, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, (1R,4aS,10aR)-",1446-61-3,1446613,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb",0
"Zirconium hydroxide (Zr(OH)4), (T-4)-",14475-63-9,14475639,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzene, 1,1'-(chloromethylsilylene)bis-",144-79-6,144796,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Butanoic acid, 4-(octadecylamino)-4-oxo-2-sulfo-, sodium salt (1:2)",14481-60-8,14481608,CASRN,"149,466","193,515","177,807","93,108"
"Borate(1-), tetrafluoro-, cadmium (2:1)",14486-19-2,14486192,CASRN,0,0,"27,513","4,696"
"3H-1,2,4-Triazol-3-one, 2,4-dihydro-4-methyl-5-propoxy-",145027-96-9,145027969,CASRN,0,0,"<1,000,000 lb","<1,000,000 lb"
Derivative of a modified alkali lignin reaction product (PROVISIONAL),145063,145063,Accession Number,"111,544","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Lanthanum hydroxide (La(OH)3),14507-19-8,14507198,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Benzenedicarboxylic acid, compd. with 2-methyl-1,5-pentanediamine (1:1)",145153-52-2,145153522,CASRN,"3,065,095","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Phosphonium, tetrabutyl-, hydroxide (1:1)",14518-69-5,14518695,CASRN,"754,135","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphoric acid, mixed esters with ethylene glycol and pentaerythritol",145441-41-4,145441414,CASRN,"64,044","54,780","41,535","36,755"
"Cyclohexene, 4-(1-methoxy-1-methylethyl)-1-methyl-",14576-08-0,14576080,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester, reaction products with sodium hydrogen sulfate",145804-94-0,145804940,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"3-Oxazolidineethanol, 2-(1-methylethyl)-, 3,3'-carbonate",145899-78-1,145899781,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3,5-Triazine-2,4-diamine, N2,N2-dimethyl-6-(2,2,2-trifluoroethoxy)-",145963-84-4,145963844,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Benzenedicarboxylic acid, 1,3-dimethyl ester",1459-93-4,1459934,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Stannane, tributylchloro-",1461-22-9,1461229,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Stannane, tetrabutyl-",1461-25-2,1461252,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Cashew, nutshell liq., polymer with formaldehyde, reaction products with diethanolamine and diisopropanolamine",1462343-28-7,1462343287,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Mixed dicarboxylic acid, barium salt (PROVISIONAL)",146271,146271,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Isononanoic acid, mixed esters with 2-methylbutanoic acid, 3-methylbutanoic acid, pentaerythritol and valeric acid",146289-36-3,146289363,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Glycine, N,N'-1,2-ethanediylbis-, reaction products with formaldehyde, iron chloride (FeCl3) and phenol, potassium salts",1463474-95-4,1463474954,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Zincate(2-), tetrachloro-, ammonium (1:2), (T-4)-",14639-97-5,14639975,CASRN,"187,729","210,805","185,270","192,749"
"Zincate(3-), pentachloro-, ammonium (1:3)",14639-98-6,14639986,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propenoic acid, zinc salt (2:1)",14643-87-9,14643879,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Sulfuric acid, zirconium(4+) salt (2:1)",14644-61-2,14644612,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Organic acid amine salt (PROVISIONAL),146613,146613,Accession Number,"50,938","4,665","12,185","13,159"
"9-Octadecenoic acid (9Z)-, cobalt salt (1:?)",14666-94-5,14666945,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Octadecanamide, 12-hydroxy-N-[2-[(1-oxodecyl)amino]ethyl]-",146781-64-8,146781648,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzene, di-C10-18-alkyl derivs.",146865-37-4,146865374,CASRN,"2,098,390","3,175,204","2,379,326","2,193,731"
"Diphosphoric acid, sodium salt (1:3)",14691-80-6,14691806,CASRN,0,"396,832","793,663","476,198"
"Amides, C8-18 and C18-unsatd., N-[3-(dimethylamino)propyl]",146987-98-6,146987986,CASRN,"<1,000,000 lb","100,000 - <500,000 lb","<1,000,000 lb","<1,000,000 lb"
"2,6-Octadienal, 3,7-dimethyl-, reaction products with Et alc.",147060-73-9,147060739,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Oxirane, 2-[(4-nonylphenoxy)methyl]-, branched",147094-54-0,147094540,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, (SP-4-1)-",147-14-8,147148,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-(C8-18 and C18-unsatd. acyl) derivs., inner salts",147170-44-3,147170443,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Alkenes, C10-16 .alpha.-, mixed with (6E)-7,11-dimethyl-3-methylene-1,6,10-dodecatriene, dimers and trimers, hydrogenated",1472005-85-8,1472005858,CASRN,0,"3,879,205","910,344","752,540"
"Alkenes, C10-16 .alpha.-, mixed with (6E)-7,11-dimethyl-3-methylene-1,6,10-dodecatriene, dimers, tetramers and trimers, hydrogenated",1472010-43-7,1472010437,CASRN,0,"1,685,005",0,"467,840"
"Fatty acids, C18-unsatd., dimers, mixed esters with oleic acid and trimethylolpropane",147256-33-5,147256335,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"Zinc, bis[N,N-bis(phenylmethyl)carbamodithioato-.kappa.S,.kappa.S']-, (T-4)-",14726-36-4,14726364,CASRN,"100,000 - <500,000 lb","500,000 - <1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Octadecanedioic acid, 1,18-dimethyl ester",1472-93-1,1472931,CASRN,0,"137,149",0,0
"Octadecanoic acid, compd. with N,N-dimethyl-1-octadecanamine (1:1)",14745-75-6,14745756,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Quinoline, 1,2-dihydro-2,2,4-trimethyl-",147-47-7,147477,CASRN,"25,100","222,691","3,000","9,800"
"1H-Indene-5-carboxamide, N,N-dibutyl-2,3-dihydro-2-[3-hydroxy-6-(1-methylethyl)-2-quinolinyl]-1,3-dioxo-",147613-95-4,147613954,CASRN,"2,289","2,122","2,455","2,516"
"Cyclohexanone, 2-(1-methylpropyl)-",14765-30-1,14765301,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Alcohols, C12-22, distn. residues",1476777-83-9,1476777839,CASRN,"148,847","156,938","201,723","213,121"
"Benzene, 1,1'-oxybis-, sec-hexyl derivs.",147732-58-9,147732589,CASRN,"106,442","107,449",0,0
"Benzene, 1,1'-oxybis-, sec-hexyl derivs., sulfonated, sodium salts",147732-60-3,147732603,CASRN,"14,172,580","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Benzenedimethanamine",1477-55-0,1477550,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Propanedioic acid, 2-[(4-methoxyphenyl)methylene]-, 1,3-bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester",147783-69-5,147783695,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Amidoamine modified polyethylene glycol,147809,147809,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Aluminum, [ethyl 3-(oxo-.kappa.O)butanoato-.kappa.O']bis(2-propanolato)-, (T-4)-",14782-75-3,14782753,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
L-Proline,147-85-3,147853,CASRN,"46,358","26,490","33,113","4,416"
"Fatty acids, C18-unsatd., dimers, di-Me esters, hydrogenated",147853-32-5,147853325,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phenol, 4,4'-[2,2,2-trifluoro-1-(trifluoromethyl)ethylidene]bis-",1478-61-1,1478611,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Fatty acids, C18-unsatd., trimers, compds. with oleylamine",147900-93-4,147900934,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzene, 1,4-dimethyl-, manuf. of, by-products from, C11-22-distn. residues",147952-37-2,147952372,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Fatty acids, tall-oil, esters with trimethylolpropane",147977-79-5,147977795,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Diketo-pyrrolopyrrol (PROVISIONAL),148028,148028,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanol, 2,2',2''-nitrilotris-, acetate (1:1)",14806-72-5,14806725,CASRN,"11,812,675","10,839,150","12,203,591","15,171,334"
Talc (Mg3H2(SiO3)4),14807-96-6,14807966,CASRN,"50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","100,000,000 - <250,000,000 lb"
Quartz (SiO2),14808-60-7,14808607,CASRN,"750,000,000 - <1,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb"
"1-Propanethiol, 3-(triethoxysilyl)-",14814-09-6,14814096,CASRN,"44,540","89,340","53,171","64,997"
"Amines, tallow alkyl, ethoxylated, compds. with polyethylene glycol hydrogen sulfate nonylphenyl ether",148373-01-7,148373017,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"2-Propanol, 1-methoxy-, 2-propanoate",148462-57-1,148462571,CASRN,"201,060","569,669","368,609","402,119"
2-Piperidineethanol,1484-84-0,1484840,CASRN,0,0,"29,982",0
"Benzene, mono-C10-13-alkyl derivs., fractionation bottoms, heavy ends, sulfonated",148520-81-4,148520814,CASRN,"3,967,414","3,834,711","3,557,995","3,630,928"
"Benzene, mono-C10-13-alkyl derivs., fractionation bottoms, heavy ends, sulfonated, sodium salts",148520-82-5,148520825,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,2-Ethanediamine, phosphate (1:?)",14852-17-6,14852176,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzaldehyde, 2-hydroxy-3-methoxy-",148-53-8,148538,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Alkenes, C16 .alpha.-, isomerized",148617-57-6,148617576,CASRN,"1,000,000 lb - <20,000,000 lb","10,000,000 - <50,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"Alkenes, C18 .alpha.-, isomerized",148617-59-8,148617598,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"2-Propanol, 1,1',1''-nitrilotris-, acetate (1:1)",148691-66-1,148691661,CASRN,"893,928","981,827","1,338,958","1,547,010"
"Urethane polymers, wastes, depolymd. with diethylene glycol",1487423-26-6,1487423266,CASRN,"370,713","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Beryllate(2-), tetrafluoro-, ammonium (1:2), (T-4)-",14874-86-3,14874863,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Decanaminium, N-decyl-N,N-dimethyl-, carbonate (2:1)",148788-55-0,148788550,CASRN,"104,450","97,013","130,169","81,213"
"1-Decanaminium, N-decyl-N,N-dimethyl-, carbonate (1:1)",148812-65-1,148812651,CASRN,"104,450","81,213","130,169","97,013"
"4H-1,3,2-Benzodioxabismin-4-one, 2-hydroxy-",14882-18-9,14882189,CASRN,"<1,000,000 lb","<1,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Phosphoric acid, potassium salt (2:1)",14887-42-4,14887424,CASRN,"1,000,000 lb - <20,000,000 lb","<1,000,000 lb","<1,000,000 lb","1,000,000 lb - <20,000,000 lb"
Cyclopropanecarboxaldehyde,1489-69-6,1489696,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",1490-04-6,1490046,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",14901-07-6,14901076,CASRN,"25,000 - <100,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(1-oxo-2-propen-1-yl)-.omega.-[(tetrahydro-2-furanyl)methoxy]-",149303-87-7,149303877,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
2(3H)-Benzothiazolethione,149-30-4,149304,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Methanesulfonic acid, 1,1,1-trifluoro-",1493-13-6,1493136,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,2,3,4-Butanetetrol, (2R,3S)-rel-",149-32-6,149326,CASRN,"83,774",0,0,0
Zircon (Zr(SiO4)),14940-68-2,14940682,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Methanesulfinic acid, 1-hydroxy-, sodium salt (1:1)",149-44-0,149440,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"1,3-Benzenedisulfonic acid, 4,5-dihydroxy-, sodium salt (1:2)",149-45-1,149451,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Fatty acids, C12-18, Me esters, sulfonated, sodium salts",149458-07-1,149458071,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Hexanoic acid, 2-ethyl-",149-57-5,149575,CASRN,"100,000,000 - <250,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb"
".beta.-Alanine, N-(2-carboxyethyl)-N-dodecyl-, sodium salt (1:1)",14960-06-6,14960066,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"Ethanethiol, 2,2'-[1,2-ethanediylbis(oxy)]bis-",14970-87-7,14970877,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Methane, trimethoxy-",149-73-5,149735,CASRN,"25,000 - <100,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanedioic acid, vanadium salt (1:?)",14974-48-2,14974482,CASRN,"<1,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzene, (dichloromethylsilyl)-",149-74-6,149746,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Fatty acids, C16-18 and C18-unsatd., (methylimino)di-2,1-ethanediyl esters",149821-07-8,149821078,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Glycine, N-[3-(acetylamino)-4-[2-(2-cyano-4-nitrophenyl)diazenyl]phenyl]-N-(2-methoxy-2-oxoethyl)-, methyl ester",149850-30-6,149850306,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphorodichloridic acid, ethyl ester",1498-51-7,1498517,CASRN,"189,000",0,"75,287",0
"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[[(13Z)-1-oxo-13-docosen-1-yl]amino]-, inner salt",149879-98-1,149879981,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Triazole pyrimidine (PROVISIONAL),149894,149894,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzoic acid, 3,4,5-trihydroxy-",149-91-7,149917,CASRN,"46,820","96,900","132,160","24,600"
"1-Propene, 1,1,2,3,3,3-hexafluoro-, polymer with 1,1-difluoroethene, ethene, 1,1,2,2-tetrafluoroethene and 1,1,2-trifluoro-2-(trifluoromethoxy)ethene",149935-01-3,149935013,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Benzenedicarboxylic acid, 5-sulfo-, 1,3-bis(2-hydroxyethyl) ester, lithium salt (1:1)",150099-94-8,150099948,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Pentanedioic acid, 1-methyl ester",1501-27-5,1501275,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Coke (coal tar), low-temp., low-temp. gasification pitch, calcined",150339-33-6,150339336,CASRN,"50,000,000 - <100,000,000 lb","1,000,000,000 - <5,000,000,000 lb","100,000,000 - <250,000,000 lb","100,000,000 - <250,000,000 lb"
"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, sodium salt (1:3)",150-38-9,150389,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Glycine, N-[2-[bis(carboxymethyl)amino]ethyl]-N-(2-hydroxyethyl)-",150-39-0,150390,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Boric acid (H3BO3), triethyl ester",150-46-9,150469,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Sulfonated aromatic acid with diamine (PROVISIONAL),150482,150482,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphorotrithious acid, tributyl ester",150-50-5,150505,CASRN,"1,817,668","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"3-Pyridinemethanaminium, 5,6-bis(methoxycarbonyl)-N,N,N-trimethyl-, bromide (1:1)",150514-78-6,150514786,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Substituted triazolopyrimidine (PROVISIONAL),150700,150700,Accession Number,"<1,000,000 lb","<1,000,000 lb",0,0
"Titanium, acetylacetone Bu alc. iso-Pr alc. methanol complexes",150702-37-7,150702377,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phenol, 4-methoxy-",150-76-5,150765,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"Fatty acids, unsatd., reaction products with alkylamine and unsatd.heterocycle (PROVISIONAL)",150824,150824,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"6-Octen-1-ol, 3,7-dimethyl-, 1-acetate",150-84-5,150845,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
Cryolite (Na3(AlF6)),15096-52-3,15096523,CASRN,"34,723,261","3,768,791","130,500","15,235,532"
"1-Dodecene, dimer with 1-decene, hydrogenated",151006-58-5,151006585,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Dodecene, polymer with 1-decene, hydrogenated",151006-60-9,151006609,CASRN,"106,286","53,977","93,293","25,000 - <100,000 lb"
"1-Dodecene, dimer, hydrogenated",151006-61-0,151006610,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Dodecene, trimer, hydrogenated",151006-62-1,151006621,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Dodecene, homopolymer, hydrogenated",151006-63-2,151006632,CASRN,"68,713","78,565","121,780","183,908"
"Benzeneethanol, .alpha.,.alpha.-dimethyl-, 1-acetate",151-05-3,151053,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"9-Octadecenoic acid, 12-hydroxy-, butyl ester, (9Z,12R)-",151-13-3,151133,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Sulfuric acid monododecyl ester sodium salt (1:1),151-21-3,151213,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
Polyol ester (PROVISIONAL),151236,151236,Accession Number,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Aluminum molybdenum oxide (Al2Mo3O12),15123-80-5,15123805,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
Derivative of a fatty amido amine (PROVISIONAL),151270,151270,Accession Number,"424,792","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Potassium cyanide (K(CN)),151-50-8,151508,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Amines, C12-14-tert-alkyl, isooctyl phosphates",151552-14-6,151552146,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1H-Isoindole-1,3(2H)-dione, 2-butyl-",1515-72-6,1515726,CASRN,"2,101,088","2,561,723","2,895,640","3,416,932"
Mixed magnesium transition metal alkoxide (PROVISIONAL),151576,151576,Accession Number,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Amines, N-tallow alkyltris(trimethylene)tetra-",151661-99-3,151661993,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
